繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項,nouki_copy,KI,SP_time_taken,SV_time_taken,slot,チケットNO,ライン,予定数量,備考,流速,生産日,順番
,,25800421870,15.0,,2024-05-27,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-05-27,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-06-06,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-06-06,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,25800421870,15.0,,2024-06-11,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),,,,,,,,〇,,,,,,,,×,,2024-06-11,×,96.0,96.0,,,,12700.0,副原料無添,,,
,,26611121000,15.0,,2024-02-29,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-02-29,×,96.0,96.0,,,,12700.0,,,,
,,26611121000,15.0,,2024-04-08,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-04-08,×,96.0,96.0,,,,12700.0,,,,
,,26611121000,15.0,,2024-04-13,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-04-12,×,96.0,96.0,,,,12700.0,,,,
,,26611121000,15.0,,2024-05-09,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-05-09,×,96.0,96.0,,,,12700.0,,,,
,,26611121000,15.0,,2024-05-22,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-05-22,×,96.0,96.0,,,,12700.0,,,,
,,26632521020,15.0,,2024-02-29,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-02-29,×,45.0,45.0,,,,6000.0,,,,
,,26632521020,15.0,,2024-04-25,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),,,,,,,,,,,,,,,,×,,2024-04-25,×,45.0,45.0,,,,6000.0,,,,
,,25244822000,15.0,,2024-03-30,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),,,,,,,,,,,〇,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25244822000,15.0,,2024-04-15,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),,,,,,,,,,,〇,,,,,×,,2024-04-12,×,96.0,96.0,,,,12700.0,,,,
,,25244822000,15.0,,2024-05-11,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),,,,,,,,,,,〇,,,,,×,,2024-05-10,×,96.0,96.0,,,,12700.0,,,,
,,25244822000,15.0,,2024-05-27,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),,,,,,,,,,,〇,,,,,×,,2024-05-24,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-02-29,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-02-29,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-03-25,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-03-25,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-03-30,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-03-30,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-06,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-08,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-08,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-08,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-08,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-10,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-10,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-15,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-15,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-20,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-19,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-22,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-22,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-03-30,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-04-30,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-04-30,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-04,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-03,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-11,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-10,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-13,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-13,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-16,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-16,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-21,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-21,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-27,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-27,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-05-27,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-06-08,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-06-07,×,96.0,96.0,,,,12700.0,,,,
,,25326521000,15.0,,2024-06-10,,ﾊﾟﾈﾘ-PV(F),,,,,,,,,,,,,,,,×,,2024-06-10,×,96.0,96.0,,,,12700.0,,,,
,,25326721000,15.0,,2024-03-18,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-03-18,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-03-18,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-03-18,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-03-30,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-03-30,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-04-18,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-04-18,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-04-18,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-04-18,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-04-30,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-04-30,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-04-30,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-04-30,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-05-13,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-05-13,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-05-13,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-05-13,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-05-22,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-05-22,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-05-22,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-05-22,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-06-12,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-06-12,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25326721000,15.0,,2024-06-12,,MCｼｮｰﾄ(F),,,,,,,,〇,,,,,,,,×,,2024-06-12,×,90.0,90.0,,,,12000.0,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡,,,
,,25329221830,15.0,,2024-02-19,,YKｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-02-19,×,96.0,96.0,,,,12700.0,初回限定,,,
,,25329221830,15.0,,2024-03-30,,YKｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,初回限定,,,
,,25329221830,15.0,,2024-04-11,,YKｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-04-11,×,96.0,96.0,,,,12700.0,初回限定,,,
,,25329221830,15.0,,2024-05-06,,YKｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-06,×,96.0,96.0,,,,12700.0,初回限定,,,
,,25329221830,15.0,,2024-05-27,,YKｼｮｰﾄﾆﾝｸﾞ(S),,,,,,,,〇,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,初回限定,,,
,,25566421000,15.0,,2024-02-19,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-02-19,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-02-26,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-02-26,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-03-30,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-04-06,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-04-11,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-04-11,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-04-20,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-04-19,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-04-05,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-04-30,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-04-30,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-05-11,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-05-10,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-05-13,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-05-13,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-05-27,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,96.0,,,,12700.0,,,,
,,25566421000,15.0,,2024-06-06,,FCｼｮｰﾄﾆﾝｸﾞ,,,,,,,,,,,,,,,,×,,2024-06-06,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-03-30,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-03-30,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-03-30,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-03-29,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-08,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-08,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-08,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-05,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-13,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-12,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-17,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-16,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-22,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-19,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-22,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-19,×,96.0,96.0,,,,12700.0,,,,
,,25804921000,15.0,,2024-04-05,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),,,,,,,,,,,〇,,,,,×,,2024-04-04,×,96.0,96.0,,,,12700.0,,,,
,,25223311000,16.0,,2024-02-29,,ｱﾒﾘｶ-ﾅDX-TL,,,,,,,,,,,,,,,,×,,2024-02-29,×,96.0,0.0,,,,6100.0,,,,
,,25223311000,16.0,,2024-03-25,,ｱﾒﾘｶ-ﾅDX-TL,,,,,,,,,,,,,,,,×,,2024-03-25,×,96.0,0.0,,,,6100.0,,,,
,,25223311000,16.0,,2024-04-18,,ｱﾒﾘｶ-ﾅDX-TL,,,,,,,,,,,,,,,,×,,2024-04-18,×,96.0,0.0,,,,6100.0,,,,
,,25223311000,16.0,,2024-05-07,,ｱﾒﾘｶ-ﾅDX-TL,,,,,,,,,,,,,,,,×,,2024-05-07,×,96.0,0.0,,,,6100.0,,,,
,,25223311000,16.0,,2024-05-27,,ｱﾒﾘｶ-ﾅDX-TL,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,0.0,,,,6100.0,,,,
,,25223311000,16.0,,2024-06-17,,ｱﾒﾘｶ-ﾅDX-TL,,,,,,,,,,,,,,,,×,,2024-06-17,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-03-22,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-03-22,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-03-22,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-03-22,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-04-11,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-04-11,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-04-11,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-04-11,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-04-11,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-04-11,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-04-25,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-04-25,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-04-25,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-04-25,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-04-25,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-04-25,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-05-16,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-05-16,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-05-16,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-05-16,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-05-16,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-05-16,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-05-27,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-05-27,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-06-10,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-06-10,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-06-10,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-06-10,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-06-17,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-06-17,×,96.0,0.0,,,,6100.0,,,,
,,25272711000,15.0,,2024-06-17,,ﾌﾗｲｵｲﾙ-MK,,,,,,,,,,,,,,,,×,,2024-06-17,×,96.0,0.0,,,,6100.0,,,,
,,25305711030,15.0,,2024-02-29,,ﾎﾞﾂｸｽｵｲﾙSP,,,,,,,,,,,,,高,,,×,,2024-02-29,×,96.0,0.0,,,,6100.0,,,,
,,25305711030,15.0,,2024-04-15,,ﾎﾞﾂｸｽｵｲﾙSP,,,,,,,,,,,,,高,,,×,,2024-04-15,×,96.0,0.0,,,,6100.0,,,,
,,25305711030,15.0,,2024-06-13,,ﾎﾞﾂｸｽｵｲﾙSP,,,,,,,,,,,,,高,,,×,,2024-06-13,×,96.0,0.0,,,,6100.0,,,,
,,25306211000,13.0,,2024-04-08,,EZﾌﾗｲｵｲﾙ,,,,,,,,,,,,,,,,×,,2024-04-08,×,96.0,0.0,,,,6100.0,,,,
,,25306211000,13.0,,2024-05-20,,EZﾌﾗｲｵｲﾙ,,,,,,,,,,,,,,,,×,,2024-05-20,×,96.0,0.0,,,,6100.0,,,,
,,25306211000,13.0,,2024-05-14,,EZﾌﾗｲｵｲﾙ,,,,,,,,,,,,,,,,×,,2024-05-14,×,96.0,0.0,,,,6100.0,,,,
,,25306211000,13.0,,2024-06-17,,EZﾌﾗｲｵｲﾙ,,,,,,,,,,,,,,,,×,,2024-06-17,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-02-29,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-02-29,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-02-29,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-02-29,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-04,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-04,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-04,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-04,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-11,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-11,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-11,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-11,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-18,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-18,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-18,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-18,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-26,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-26,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-04-26,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-04-26,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-05-09,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-05-09,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-05-09,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-05-09,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-05-15,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-05-15,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-05-15,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-05-15,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-05-27,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-05-27,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-06-06,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-06-06,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-06-13,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-06-13,×,96.0,0.0,,,,6100.0,,,,
,,25320311000,15.0,,2024-06-10,,ｱﾒﾘｶ-ﾅ-SP,,,,,,,,,,,,,,,,×,,2024-06-10,×,96.0,0.0,,,,6100.0,,,,
,,25555511000,16.0,,2024-04-03,,SBｵｲﾙZ,,,,,,,,,,,,,,,,×,,2024-04-03,×,96.0,0.0,,,,6100.0,,,,
,,25555511000,16.0,,2024-04-22,,SBｵｲﾙZ,,,,,,,,,,,,,,,,×,,2024-04-22,×,96.0,0.0,,,,6100.0,,,,
,,25555511000,16.0,,2024-05-13,,SBｵｲﾙZ,,,,,,,,,,,,,,,,×,,2024-05-13,×,96.0,0.0,,,,6100.0,,,,
,,25555511000,16.0,,2024-05-27,,SBｵｲﾙZ,,,,,,,,,,,,,,,,×,,2024-05-27,×,96.0,0.0,,,,6100.0,,,,
,,25555511000,16.0,,2024-06-17,,SBｵｲﾙZ,,,,,,,,,,,,,,,,×,,2024-06-17,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-03-30,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-03-30,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-03-30,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-03-30,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-03-29,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-04-06,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-04-05,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-04-06,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-04-05,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-04-10,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-04-10,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-04-10,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-04-10,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-04-17,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-04-17,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-04-17,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-04-17,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-05-07,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-05-07,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-05-07,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-05-07,×,96.0,0.0,,,,6100.0,,,,
,,25747111000,16.0,,2024-05-07,,SBｵｲﾙR,,,,,,,,,,,,,,,,×,,2024-05-07,×,96.0,0.0,,,,6100.0,,,,
