繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項
,2024-04-22,26713812000,15.0,6100,20240513,,ｱｳﾄﾊﾞﾂｸｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-05-13,26713812000,15.0,6100,20240617,,ｱｳﾄﾊﾞﾂｸｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-02-28,25259011750,15.0,6100,20240320,,ﾌﾗｲｵｲﾙY(15K)(Y-10),15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-18,25259011750,15.0,6100,20240417,,ﾌﾗｲｵｲﾙY(15K)(Y-10),15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,25259011750,15.0,6100,20240527,,ﾌﾗｲｵｲﾙY(15K)(Y-10),15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-05-20,25259011750,15.0,6100,20240610,,ﾌﾗｲｵｲﾙY(15K)(Y-10),15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-28,25804821000,15.0,12700,20240311,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-02-28,25804821000,15.0,12700,20240325,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-02-28,25804821000,15.0,12700,20240406,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-03-18,25804821000,15.0,12700,20240413,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-03-18,25804821000,15.0,12700,20240422,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-04-03,25804821000,15.0,12700,20240430,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-04-03,25804821000,15.0,12700,20240507,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-04-03,25804821000,15.0,25400,20240513,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-04-22,25804821000,15.0,12700,20240520,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-04-22,25804821000,15.0,25400,20240527,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-05-09,25804821000,15.0,12700,20240610,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(H),15.0,C/S,〇,"8,000",〇,"6,200",A,,,×,〇,,,,×,×,
,2024-02-29,25804121000,16.5,12700,20240318,,MB-BSｸﾘ-ﾑ-3(16.5K),16.5,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-03-25,25804121000,16.5,12700,20240415,,MB-BSｸﾘ-ﾑ-3(16.5K),16.5,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-03-25,25804121000,16.5,12700,20240422,,MB-BSｸﾘ-ﾑ-3(16.5K),16.5,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-05-07,25804121000,16.5,12700,20240521,,MB-BSｸﾘ-ﾑ-3(16.5K),16.5,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-29,25804222000,15.0,10000,20240325,,MB-G100G-3(15K),20.0,C/S,〇,"8,000",×,-,A,,,○,,,,,×,×,
,2024-03-04,25804222000,15.0,10000,20240407,,MB-G100G-3(15K),20.0,C/S,〇,"8,000",×,-,A,,,○,,,,,×,×,
,2024-03-04,25719721830,15.0,4000,20240326,,ﾊｲﾌｴ-ﾄﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-04,25710021000,15.0,12700,20240318,,RMB-FPｼｮｰﾄLT2(15K),15.0,C/S,〇,8000,〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-13,25710021000,15.0,12700,20240406,,RMB-FPｼｮｰﾄLT2(15K),15.0,C/S,〇,8000,〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-18,25710021000,15.0,12700,20240420,,RMB-FPｼｮｰﾄLT2(15K),15.0,C/S,〇,8000,〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-04-03,25710021000,15.0,12700,20240425,,RMB-FPｼｮｰﾄLT2(15K),15.0,C/S,〇,8000,〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-05-09,25710021000,15.0,12700,20240527,,RMB-FPｼｮｰﾄLT2(15K),15.0,C/S,〇,8000,〇,"6,000",A,,,×,〇,〇,,,×,×,
2024-05-25 00:00:00,2024-05-15,25710021000,15.0,12700,20240525,,RMB-FPｼｮｰﾄLT2(15K),15.0,C/S,〇,8000,〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-04,25240621870,15.0,4000,20240330,,ﾁｴｽﾀ-77KA (H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-06,25240621870,15.0,4000,20240403,,ﾁｴｽﾀ-77KA (H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-08,25212711000,15.0,4000,20240320,,ﾓ-ｾﾞﾙｿﾌﾄ-TL,15.0,CAN,〇,"7,500",〇,"4,200",A,,,×,〇,,準高,,×,×,
,2024-04-02,25212711000,15.0,6000,20240416,,ﾓ-ｾﾞﾙｿﾌﾄ-TL,15.0,CAN,〇,"7,500",〇,"4,200",A,,,×,〇,,準高,,×,×,
,2024-03-11,24151121000,15.0,10000,20240406,,ﾍﾂﾄ41ﾟC,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
2024-04-04 00:00:00,2024-03-21,24151121000,15.0,10000,20240404,,ﾍﾂﾄ41ﾟC,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-11,25330311000,15.0,6000,20240323,,ｼﾞｪﾈｼｽL,15.0,CAN,〇,"7,500",〇,"6,400",A,,〇,×,,,,,×,×,副原料多い｡3回洗い
2024-03-22 00:00:00,2024-03-12,25330311000,15.0,6000,20240322,,ｼﾞｪﾈｼｽL,15.0,CAN,〇,"7,500",〇,"6,400",A,,〇,×,,,,,×,×,副原料多い｡3回洗い
,2024-04-15,25330311000,15.0,3000,20240430,,ｼﾞｪﾈｼｽL,15.0,CAN,〇,"7,500",〇,"6,400",A,,〇,×,,,,,×,×,副原料多い｡3回洗い
,2024-05-20,25330311000,15.0,6000,20240527,,ｼﾞｪﾈｼｽL,15.0,CAN,〇,"7,500",〇,"6,400",A,,〇,×,,,,,×,×,副原料多い｡3回洗い
,2024-03-11,25566512000,15.0,3000,20240323,,ｸﾗｳﾝﾗｰﾄﾞ#600,15.0,CAN,〇,"7,500",〇,"6,200",A,,,×,,,,,×,×,
,2024-05-07,25566512000,15.0,3000,20240527,,ｸﾗｳﾝﾗｰﾄﾞ#600,15.0,CAN,〇,"7,500",〇,"6,200",A,,,×,,,,,×,×,
,2024-03-11,25800111000,16.0,6000,20240413,,MB-SBｵｲﾙNTV(缶),16.0,CAN,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-03-11,25224321060,15.0,12700,20240410,,PVｼｮｰﾄ(B) (6),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,
,2024-04-16,25224321060,15.0,12700,20240527,,PVｼｮｰﾄ(B) (6),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,
,2024-05-09,25224321060,15.0,12700,20240606,,PVｼｮｰﾄ(B) (6),15.0,C/S,〇,"7,500",〇,"5,400",A,,,×,,〇,,,×,×,
,2024-03-18,25222122040,15.0,5000,20240403,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ(4),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,
,2024-03-29,25222122040,15.0,4000,20240408,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ(4),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,
,2024-03-18,25278021870,15.0,12700,20240420,,ﾊｲDXﾌｱﾂﾄ(H),15.0,C/S,〇,"8,000",〇,"5,800",A,,〇,×,〇,〇,,,○,×,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡
,2024-04-03,25278021870,15.0,12700,20240415,,ﾊｲDXﾌｱﾂﾄ(H),15.0,C/S,〇,"8,000",〇,"5,800",A,,〇,×,〇,〇,,,○,×,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡
,2024-04-03,25278021870,15.0,12700,20240513,,ﾊｲDXﾌｱﾂﾄ(H),15.0,C/S,〇,"8,000",〇,"5,800",A,,〇,×,〇,〇,,,○,×,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡
,2024-05-07,25278021870,15.0,12700,20240610,,ﾊｲDXﾌｱﾂﾄ(H),15.0,C/S,〇,"8,000",〇,"5,800",A,,〇,×,〇,〇,,,○,×,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡
,2024-03-18,25352121000,10.0,4000,20240420,,ｱｸｼｱ-R,10.0,C/S,〇,"5,400",〇,"5,400",A,,,×,,〇,,,×,×,
,2024-04-03,25352121000,10.0,4000,20240415,,ｱｸｼｱ-R,10.0,C/S,〇,"5,400",〇,"5,400",A,,,×,,〇,,,×,×,
,2024-03-18,25711121380,15.0,12700,20240410,,ﾓ-ｾﾞﾙBU(38℃),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,
,2024-04-03,25711121380,15.0,12700,20240513,,ﾓ-ｾﾞﾙBU(38℃),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,
,2024-05-09,25711121380,15.0,6000,20240520,,ﾓ-ｾﾞﾙBU(38℃),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,
,2024-05-09,25711121380,15.0,12700,20240610,,ﾓ-ｾﾞﾙBU(38℃),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,
,2024-03-18,26631411000,15.0,6100,20240408,,ｺﾞ-ﾙﾄﾞﾘﾝｸﾞ NO.300,15.0,CAN,〇,"7,500",〇,"6,200",A,,,×,,,,,×,×,
,2024-04-03,26631411000,15.0,6100,20240513,,ｺﾞ-ﾙﾄﾞﾘﾝｸﾞ NO.300,15.0,CAN,〇,"7,500",〇,"6,200",A,,,×,,,,,×,×,
,2024-05-13,26631411000,15.0,6100,20240617,,ｺﾞ-ﾙﾄﾞﾘﾝｸﾞ NO.300,15.0,CAN,〇,"7,500",〇,"6,200",A,,,×,,,,,×,×,
,2024-05-16,26631411000,15.0,6100,20240607,,ｺﾞ-ﾙﾄﾞﾘﾝｸﾞ NO.300,15.0,CAN,〇,"7,500",〇,"6,200",A,,,×,,,,,×,×,
2024-04-02 00:00:00,2024-03-26,25222122050,15.0,5000,20240402,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ(5),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,
2024-04-09 00:00:00,2024-03-26,348657ZT,15.0,3000,20240409,,ｱﾃﾞｶﾙｰﾌﾞN-TL,15.0,CAN,〇,7500,×,-,A,,,×,,〇,,,,,
2024-05-07 00:00:00,2024-04-18,348657ZT,15.0,3000,20240507,,ｱﾃﾞｶﾙｰﾌﾞN-TL,15.0,CAN,〇,7500,×,-,A,,,×,,〇,,,,,
,2024-03-29,25270421830,15.0,6000,20240506,,MBｼｮｰﾄN(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25223325020,10.0,4000,20240430,,ｱﾒﾘｶ-ﾅDX-TL,10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,,,,×,×,
,2024-04-03,25245322870,15.0,12700,20240430,,ｲﾄｳCC-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25262121040,15.0,6000,20240424,,MTｼｮｰﾄPV(4),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25262121050,15.0,12700,20240513,,MTｼｮｰﾄPV(5),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-11,25262121050,15.0,12700,20240517,,MTｼｮｰﾄPV(5),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25262121050,15.0,12700,20240527,,MTｼｮｰﾄPV(5),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,26631111060,15.0,12200,20240507,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,26631111060,15.0,12200,20240511,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,26631111060,15.0,12200,20240516,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,26631111060,15.0,12200,20240520,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,26631111060,15.0,12200,20240527,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-09,25213124050,12.7,4000,20240514,,ﾁｴｽﾀ- 88(12.7K)(5),12.7,C/S,〇,"6,800",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-04-09,25245322000,15.0,12700,20240430,,ｲﾄｳCC-NT,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25245322000,15.0,12700,20240520,,ｲﾄｳCC-NT,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-30,25245322000,15.0,12700,20240527,,ｲﾄｳCC-NT,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-09,25299921050,15.0,12700,20240520,,PVｼｮｰﾄ(B)-AK(5),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,
,2024-05-09,25299921050,15.0,6000,20240527,,PVｼｮｰﾄ(B)-AK(5),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,
,2024-05-09,25299921050,15.0,12700,20240610,,PVｼｮｰﾄ(B)-AK(5),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,,,×,×,
,2024-04-22,25117722850,15.0,6000,20240527,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-ADF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-05-09,25117722850,15.0,6000,20240606,,ﾌﾟﾚﾐｱﾑｼｮｰﾄ-ADF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25132325870,10.0,12700,20240527,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(H),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-05-09,25132325870,10.0,12700,20240606,,ﾌﾟﾚﾐｱﾑｼｮｰﾄCF 10K(H),10.0,C/S,〇,"5,400",〇,"5,400",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25764721000,15.0,6000,20240527,,ﾌｧﾝﾄﾑBT2,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-04-22,26632521030,15.0,6000,20240527,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-05-07,25325822000,15.0,6000,20240527,,ﾃﾞﾘﾌﾟﾗﾝﾂ ｺｸﾌｱﾂﾄ,15.0,C/S,〇,"7,000",〇,"6,000",A,,,×,,,,,×,×,翌日､IC-NKの生産を必ず組む
,2024-05-14,25325822000,15.0,4000,20240527,,ﾃﾞﾘﾌﾟﾗﾝﾂ ｺｸﾌｱﾂﾄ,15.0,C/S,〇,"7,000",〇,"6,000",A,,,×,,,,,×,×,翌日､IC-NKの生産を必ず組む
,2024-05-09,25213221850,15.0,4000,20240611,,ﾁｴｽﾀ-77(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-05-13,26631111070,15.0,12200,20240610,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
,2024-05-13,26631111070,15.0,12200,20240617,,ｸﾗｳﾝﾗ-ﾄﾞ#300 DIR,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,,,,,×,×,
