繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項
,2024-02-06,25225621870,15.0,6000,20240311,,PVｼｮｰﾄEG(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-03-18,25225621870,15.0,6000,20240411,,PVｼｮｰﾄEG(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25225621870,15.0,6000,20240527,,PVｼｮｰﾄEG(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-06,25226125020,15.0,12700,20240226,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-06,25226125020,15.0,12700,20240309,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-27,25226125020,15.0,12700,20240318,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-27,25226125020,15.0,12700,20240330,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-27,25226125020,15.0,12700,20240408,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-03-18,25226125020,15.0,12700,20240418,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-03,25226125020,15.0,12700,20240430,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-03,25226125020,15.0,12700,20240513,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-22,25226125020,15.0,12700,20240522,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-22,25226125020,15.0,12700,20240527,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-05-09,25226125020,15.0,12700,20240611,,ｱﾒﾘｶ-ﾅDX*(15K),15.0,C/S,〇,"8,000",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-06,25230924830,10.0,6000,20240229,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-06,25230924830,10.0,6000,20240311,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-27,25230924830,10.0,6000,20240330,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-03-18,25230924830,10.0,6000,20240413,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-03,25230924830,10.0,6000,20240430,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
2024-04-13 00:00:00,2024-04-03,25230924830,10.0,6000,20240413,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-05-07,25230924830,10.0,6000,20240520,,ﾁｴｽﾀ-2000 10K (S),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-06,25230924850,10.0,6000,20240309,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-27,25230924850,10.0,6000,20240318,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-03-18,25230924850,10.0,6000,20240406,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-03-18,25230924850,10.0,6000,20240415,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-03,25230924850,10.0,6000,20240430,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
2024-04-11 00:00:00,2024-04-03,25230924850,10.0,6000,20240411,,ﾁｴｽﾀ-2000 10K (M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-06,25230924890,10.0,6000,20240304,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-27,25230924890,10.0,6000,20240318,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-27,25230924890,10.0,6000,20240325,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-02,25230924890,10.0,6000,20240413,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-02,25230924890,10.0,6000,20240426,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-03,25230924890,10.0,6000,20240511,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-09,25230924890,10.0,6000,20240427,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-09,25230924890,10.0,6000,20240507,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-09,25230924890,10.0,6000,20240513,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
2024-05-06 00:00:00,2024-04-24,25230924890,10.0,6000,20240506,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-24,25230924890,10.0,12700,20240520,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-24,25230924890,10.0,12700,20240527,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-05-07,25230924890,10.0,6000,20240520,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-05-09,25230924890,10.0,6000,20240527,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-05-09,25230924890,10.0,6000,20240608,,ﾁｴｽﾀ-2000 10K (HH),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-06,25232924850,15.0,12700,20240229,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-06,25232924850,15.0,12700,20240311,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-27,25232924850,15.0,12700,20240330,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-27,25232924850,15.0,12700,20240404,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-03-18,25232924850,15.0,12700,20240413,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-03,25232924850,15.0,12700,20240425,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-03,25232924850,15.0,12700,20240504,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-03,25232924850,15.0,12700,20240513,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
2024-04-10 00:00:00,2024-04-04,25232924850,15.0,12700,20240410,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
2024-05-07 00:00:00,2024-04-18,25232924850,15.0,12700,20240507,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25232924850,15.0,12700,20240504,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25232924850,15.0,12700,20240520,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25232924850,15.0,12700,20240527,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-05-09,25232924850,15.0,12700,20240608,,NCｼｮｰﾄ(DIR)(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-06,25244422870,15.0,12700,20240226,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25244422870,15.0,12700,20240302,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25244422870,15.0,12700,20240306,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25244422870,15.0,12700,20240311,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25244422870,15.0,12700,20240313,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25244422870,15.0,12700,20240318,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25244422870,15.0,12700,20240321,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25244422870,15.0,12700,20240325,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25244422870,15.0,12700,20240330,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25244422870,15.0,12700,20240404,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25244422870,15.0,12700,20240408,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25244422870,15.0,12700,20240410,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25244422870,15.0,12700,20240415,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25244422870,15.0,12700,20240417,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25244422870,15.0,12700,20240420,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25244422870,15.0,12700,20240422,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
2024-04-01 00:00:00,2024-03-26,25244422870,15.0,12700,20240401,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
2024-04-10 00:00:00,2024-04-02,25244422870,15.0,12700,20240410,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25244422870,15.0,12700,20240425,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25244422870,15.0,12700,20240430,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25244422870,15.0,12700,20240509,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25244422870,15.0,12700,20240513,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
2024-04-15 00:00:00,2024-04-05,25244422870,15.0,12700,20240415,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
2024-05-03 00:00:00,2024-04-18,25244422870,15.0,12700,20240503,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25244422870,15.0,12700,20240514,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25244422870,15.0,12700,20240516,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25244422870,15.0,12700,20240520,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25244422870,15.0,12700,20240522,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25244422870,15.0,12700,20240523,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25244422870,15.0,25400,20240527,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-05-09,25244422870,15.0,12700,20240610,,ｲﾄｳIK-NT(H),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25280921850,15.0,12700,20240311,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),15.0,C/S,〇,"8,000",〇,"6,400",B,,〇,×,〇,〇,,,○,×,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡
,2024-02-27,25280921850,15.0,10000,20240408,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),15.0,C/S,〇,"8,000",〇,"6,400",B,,〇,×,〇,〇,,,○,×,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡
,2024-04-16,25280921850,15.0,4464,20240513,,ﾏｲﾙﾄﾞﾌｱﾂﾄDX(M),15.0,C/S,〇,"8,000",〇,"6,400",B,,〇,×,〇,〇,,,○,×,ﾊｲDXﾌｧｯﾄ→ｻﾝﾄﾞｸﾘｰﾑMTR→ﾏｲﾙﾄﾞﾌｧｯﾄDXの順で連続可能｡
,2024-02-06,25286621830,15.0,12700,20240229,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,25286621830,15.0,12700,20240311,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-15,25286621830,15.0,12700,20240315,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25286621830,15.0,12700,20240330,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-18,25286621830,15.0,12700,20240415,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-18,25286621830,15.0,12700,20240422,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
2024-04-11 00:00:00,2024-04-02,25286621830,15.0,12700,20240411,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25286621830,15.0,12700,20240425,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25286621830,15.0,12700,20240509,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25286621830,15.0,12700,20240520,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25286621830,15.0,12700,20240527,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-05-09,25286621830,15.0,12700,20240610,,EZｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"6,000",〇,"4,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,25299021000,15.0,12700,20240229,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-27,25299021000,15.0,12700,20240316,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-27,25299021000,15.0,12700,20240406,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-18,25299021000,15.0,12700,20240415,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-03,25299021000,15.0,12700,20240509,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,25299021000,15.0,12700,20240513,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-22,25299021000,15.0,12700,20240527,,ｼｮ-ﾄﾆﾝｸﾞLO-T2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-06,25306521830,10.0,12700,20240309,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),10.0,C/S,〇,"5,400",〇,"4,050",A,,,×,,〇,,,×,×,
,2024-02-27,25306521830,10.0,12700,20240318,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),10.0,C/S,〇,"5,400",〇,"4,050",A,,,×,,〇,,,×,×,
,2024-03-18,25306521830,10.0,12700,20240417,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),10.0,C/S,〇,"5,400",〇,"4,050",A,,,×,,〇,,,×,×,
,2024-04-03,25306521830,10.0,12700,20240422,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),10.0,C/S,〇,"5,400",〇,"4,050",A,,,×,,〇,,,×,×,
,2024-04-22,25306521830,10.0,6000,20240527,,ﾘｽﾌﾚ-ﾃSP-Ⅱ(S),10.0,C/S,〇,"5,400",〇,"4,050",A,,,×,,〇,,,×,×,
,2024-02-06,25317521870,15.0,12700,20240311,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25317521870,15.0,12700,20240318,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-25,25317521870,15.0,12700,20240422,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-09,25317521870,15.0,12700,20240520,,ｼｮｰﾄﾆﾝｸﾞYA-III(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,25318821000,15.0,28500,20240309,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-02-27,25318821000,15.0,28500,20240325,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-02-29,25318821000,15.0,28500,20240404,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-03-18,25318821000,15.0,28500,20240418,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-04-02,25318821000,15.0,28500,20240424,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-04-03,25318821000,15.0,28500,20240508,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-04-22,25318821000,15.0,28500,20240522,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-05-09,25318821000,15.0,28500,20240611,,ｱ-ﾈｽﾄ,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-02-06,25710721000,15.0,12700,20240304,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-06,25710721000,15.0,12700,20240311,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-06,25710721000,15.0,12700,20240315,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-15,25710721000,15.0,12700,20240318,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-27,25710721000,15.0,12700,20240325,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-27,25710721000,15.0,12700,20240402,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-27,25710721000,15.0,12700,20240408,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-27,25710721000,15.0,12700,20240411,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-03-18,25710721000,15.0,12700,20240420,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-03-18,25710721000,15.0,12700,20240424,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-04-03,25710721000,15.0,12700,20240509,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-04-03,25710721000,15.0,12700,20240515,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-04-22,25710721000,15.0,12700,20240522,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-04-22,25710721000,15.0,12700,20240527,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-04-22,25710721000,15.0,12700,20240603,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-04-22,25710721000,15.0,12700,20240610,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-05-09,25710721000,15.0,12700,20240612,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-05-09,25710721000,15.0,12700,20240617,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
2024-05-25 00:00:00,2024-05-15,25710721000,15.0,12700,20240525,,FPｼｮ-ﾄLT2,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,○,
,2024-02-06,25710722000,15.0,12700,20240311,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-02-15,25710722000,15.0,12700,20240227,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
